amount,hour,day_of_week,merchant_category,is_fraud
28.300770596835935,8,4,online,0
7.21069646998157,1,5,grocery,0
3.4295218512227548,7,3,online,0
63.30861146939487,15,4,grocery,0
103.70677991233417,8,4,grocery,0
11.647908942968318,14,2,retail,0
26.90910561669456,7,0,online,0
21.497848868317455,10,4,restaurant,0
87.1832026847359,10,0,restaurant,0
234.83744813016597,9,1,restaurant,0
14.167310845096898,1,0,grocery,0
58.6098276698272,20,3,grocery,0
51.10913406476176,3,2,restaurant,0
175.98570033020684,10,4,restaurant,0
3.847004002418906,7,6,restaurant,0
26.55505158320193,8,6,grocery,0
69.26595242428367,8,6,grocery,0
25.92076221132253,18,2,restaurant,0
163.20107608378592,23,5,online,0
36.383926421885626,16,6,retail,0
22.077227986357162,11,6,online,0
88.79079682332913,21,2,retail,0
70.2349489898451,3,1,grocery,0
2.3741669419708886,10,1,grocery,0
4.853376627662742,10,4,restaurant,0
237.94838656130068,13,4,online,0
30.85814006543836,0,3,grocery,0
793.0818581192431,3,6,retail,1
18.62693104427831,16,1,grocery,0
25.170686960208805,20,3,restaurant,0
51.95778881499797,17,5,online,0
152.82815374609837,13,6,retail,0
138.55705614194605,2,4,restaurant,0
432.9942421479292,2,2,grocery,0
265.90964318442224,1,0,retail,0
967.6499673631886,3,5,grocery,1
94.31463748117724,13,2,grocery,0
19.19294449937748,2,2,retail,0
7.582685332975368,1,6,travel,0
25.393561349088966,5,1,online,0
12.013971614073192,3,1,travel,0
15.154066930128597,16,0,online,0
37.52627389115519,19,1,retail,0
23.78190825531877,5,2,grocery,0
148.83162519921626,14,4,grocery,0
7.653362462891948,4,6,restaurant,0
33.96434498373182,1,2,online,0
122.30260513416275,14,3,grocery,0
2.8763881617016067,20,0,grocery,0
30.58975433559576,11,5,restaurant,0
9.924744467532895,0,3,grocery,0
27.85729672999603,20,1,restaurant,0
45.873820947816284,5,0,travel,0
81.4259949677698,19,4,grocery,0
56.47107552166462,1,5,grocery,0
35.20067442519643,16,5,retail,0
35.72599502654918,11,6,retail,0
121.78615957061238,6,1,grocery,0
44.555060660151085,22,3,travel,0
34.3908270987388,9,6,online,0
35.88749336880396,0,0,grocery,0
14.901967366341324,22,6,grocery,0
3.725077535959511,16,4,retail,0
65.54780311628203,13,6,online,0
69.91312981187332,9,4,online,0
3.604163712390178,15,5,retail,0
10.598593815486364,22,2,restaurant,0
7.881766478167453,5,2,retail,0
455.8272381600623,19,3,grocery,0
44.78030090281845,4,0,restaurant,0
10.155427067220234,18,6,retail,0
76.6081618086344,13,0,restaurant,0
44.93895494163136,5,2,restaurant,0
48.090712863937696,9,4,restaurant,0
17.682367690977802,15,0,grocery,0
88.62004286013524,12,0,grocery,0
36.38994265082117,10,1,grocery,0
715.2295579440193,15,1,online,0
34.8703594173328,9,4,grocery,0
49.211953365117225,21,1,grocery,0
139.20640836907205,9,2,restaurant,0
19.784656155599333,12,1,travel,0
27.262863848518048,2,4,grocery,0
14.379747173276185,19,5,grocery,0
9.943954339506355,2,1,restaurant,0
16.2654211651506,12,3,restaurant,0
4.788030554149142,16,2,grocery,0
4.9944605667243795,6,4,retail,0
32.68641131952394,20,5,restaurant,0
89.31829667303191,2,6,grocery,0
20.163248292297897,14,4,online,0
38.013072970816104,18,0,restaurant,0
16.33581289655264,15,6,travel,0
52.07661039551371,21,3,restaurant,0
31.96936042702719,4,3,online,0
47.56752496585367,20,6,grocery,0
4.253737162112846,13,0,restaurant,0
233.92478636087634,7,5,online,0
28.34864698856706,22,1,online,0
37.5920012390798,2,1,retail,1
13.109919201472263,5,1,restaurant,0
17.197256089619916,8,2,grocery,0
85.08812247017107,23,6,restaurant,0
24.57331198762996,8,3,retail,0
9.561161477029888,22,1,online,0
24.41647116550064,16,4,restaurant,0
54.14265987202438,3,0,retail,0
31.7654155021751,3,5,retail,0
37.410673980144004,19,4,grocery,0
30.978654255512136,17,6,retail,0
26.669750468411326,14,4,restaurant,0
31.567456726266744,15,2,retail,0
903.4866124261351,2,0,grocery,0
27.815146020679784,23,5,grocery,0
12.405441166562682,20,3,online,0
46.52293635155991,15,4,grocery,0
39.97233617865633,18,3,grocery,0
121.4829902688653,17,1,retail,0
81.55840141540374,22,1,grocery,0
23.64590400497674,6,1,restaurant,0
103.85272485425351,1,1,retail,0
61.5206473356873,23,5,travel,0
7.509929333584141,19,4,online,0
21.323520361716614,11,6,retail,0
5.151067025954753,9,0,grocery,0
7.1314005086797945,2,0,grocery,0
37.16416283628517,22,4,grocery,0
14.853393267482486,9,2,travel,0
27.75368707901009,11,0,retail,0
297.5386825940462,12,5,grocery,0
16.963981079343267,11,6,retail,0
37.96880121146458,19,6,travel,0
12.81890125137947,4,0,retail,0
86.81554462178337,21,0,grocery,0
16.686153288630294,18,1,online,0
8.154432392422535,12,0,online,0
353.12191829084264,9,6,online,0
44.77186720011875,14,4,restaurant,0
17.103712061996458,3,3,grocery,0
15.809765999817127,23,6,retail,0
266.8481037111677,17,6,grocery,0
180.7170355961528,7,6,restaurant,0
416.972417270748,3,4,retail,1
58.04555449728484,4,3,online,0
69.141297376754,15,2,grocery,0
9.169642323241822,7,4,grocery,0
17.685275051986945,18,6,restaurant,0
35.83576361374536,20,2,grocery,0
11.788115205657911,0,5,retail,0
4.848079084416351,4,0,restaurant,0
50.12385377194361,15,2,travel,0
166.57920590438883,13,3,grocery,0
29.1618682738213,0,5,travel,0
410.5621043436652,15,4,grocery,0
22.49325388559725,20,4,retail,0
79.00492043128288,5,0,travel,0
106.38507979158797,9,1,retail,0
49.25153663518998,12,4,retail,0
8.994816266226925,19,0,retail,0
38.46322229209095,5,4,restaurant,0
270.2890905180452,23,1,travel,0
9.324693692261286,12,4,online,0
73.96611320025478,2,1,online,0
5.443028149694318,7,2,restaurant,0
223.29288207810342,0,5,restaurant,0
4.763507348538528,2,2,travel,0
23.694536250317306,9,1,travel,0
208.81866629855963,3,0,online,1
171.87798992369866,3,2,online,1
3.0807638448484416,3,0,restaurant,0
25.089234970043954,21,0,grocery,0
15.84775361475704,5,6,online,0
7.319618527672672,23,6,retail,0
57.69148283412304,10,4,restaurant,0
111.38667229209064,2,0,retail,0
56.47647868818298,17,0,online,0
84.96352942035661,10,5,online,0
69.83755865482065,7,5,online,0
78.13652198025252,16,4,retail,0
17.43172801663105,1,1,retail,0
10.267176882532869,20,1,restaurant,0
28.66115160645922,4,2,retail,0
5.612323348794272,12,5,restaurant,0
12.674568589943592,15,6,retail,0
6.799869130495385,5,3,grocery,0
19.789575364080722,18,3,grocery,0
10.087047064786814,0,6,retail,0
73.54611281713615,1,2,online,0
168.45817895138043,11,1,retail,0
39.55560105404782,2,0,grocery,0
31.67589062909771,9,4,online,0
154.59637058679115,5,4,travel,1
52.332803974722125,2,3,restaurant,0
8.822244458979865,0,0,retail,0
11.141675017391284,12,3,grocery,0
39.713408201666994,1,3,online,0
3.6585887754778987,9,3,restaurant,0
42.66808765322321,15,4,retail,0
11.682439840999148,22,4,retail,0
7.975675022974362,15,2,retail,0
117.75595024994728,1,3,retail,1
45.81209736894371,18,3,online,0
4.385917795431325,9,2,grocery,0
2.4419491314589403,12,1,retail,0
58.91385790371062,15,6,grocery,0
593.3622270483028,15,3,grocery,0
6.257300958840965,15,4,restaurant,0
33.23728008537878,3,2,restaurant,0
90.80769528086627,3,2,grocery,0
48.394547316171966,12,4,retail,0
23.080042970178813,17,6,retail,0
16.990553342783397,20,6,grocery,0
31.753116182171365,19,3,grocery,0
58.67309351731729,8,5,grocery,0
14.818283048144336,21,0,online,0
1.8507624303048384,3,0,grocery,0
43.8007763379206,23,6,online,0
17.615129946434756,18,2,grocery,0
102.01135852287973,10,2,grocery,0
14.036141640335643,18,5,retail,0
24.860531883246896,18,6,grocery,0
40.54391089336012,7,6,grocery,0
1.89243348970835,19,3,online,0
7.222642674214462,23,2,grocery,0
88.80759645408273,15,3,travel,0
5.254385152564829,15,5,grocery,0
15.343054372118909,9,6,online,0
95.4634824005311,2,0,restaurant,0
92.1890955515198,22,2,grocery,0
61.045963318991326,2,4,grocery,0
80.88455186569493,15,0,retail,0
16.720913989553143,11,6,grocery,0
167.95280078129892,4,5,grocery,0
26.243245285637776,15,0,restaurant,0
26.029560679857642,23,4,retail,0
8.055466740515742,4,3,grocery,0
13.066407335040328,4,5,restaurant,0
2.912554561464374,0,3,grocery,0
41.72566063422025,23,5,restaurant,0
11.239808942764263,0,1,grocery,0
52.607200848675404,17,0,retail,0
357.43893637519415,18,5,travel,0
70.73137753807285,11,2,restaurant,0
29.02023663302501,9,1,grocery,0
2286.7027803534147,12,0,restaurant,0
84.41915821453196,8,1,restaurant,0
26.773116325288118,11,3,grocery,0
33.969639880116986,23,4,online,0
30.664532176598858,11,0,retail,0
32.46921873567441,2,6,grocery,0
8.261484171756546,3,5,online,0
9.741212692776367,5,0,online,0
58.240418832514834,13,6,grocery,0
88.36426003355204,2,5,restaurant,0
123.73990857589048,8,2,restaurant,0
18.963246408775863,4,6,grocery,0
39.248567395628385,9,4,retail,0
38.53531206826925,6,2,grocery,0
740.6116289501539,19,4,retail,0
20.789374967216926,18,3,grocery,0
3.4570646570638415,11,0,grocery,0
46.54880017388528,3,2,grocery,0
49.266615603500924,16,1,restaurant,0
10.112428284187228,4,3,grocery,0
10.407790852275301,21,3,restaurant,0
29.98634080036802,22,6,retail,0
12.168788917915942,14,6,grocery,0
6.827926362839632,6,6,grocery,0
26.11408242198649,22,0,grocery,0
164.67746928457208,14,4,restaurant,0
119.73687183170469,13,2,grocery,0
751.4613196548084,16,4,online,0
161.61144190512258,3,4,grocery,0
37.69837330729369,8,4,restaurant,0
24.297895862161653,8,0,grocery,0
25.19729033122001,17,6,retail,0
4.238623477884941,14,3,grocery,0
98.71717469778358,2,5,restaurant,0
83.6217944940517,23,5,restaurant,0
24.952302773382062,1,1,retail,1
60.357702103788235,22,5,retail,0
21.363053759784563,8,0,retail,0
10.120478120300357,4,0,grocery,0
58.86420283114749,17,2,travel,0
62.76954880728419,13,3,restaurant,0
51.199960127911396,0,0,retail,0
1363.7033383713067,17,0,grocery,0
8.620678751853402,1,1,restaurant,0
2.9675598462324553,12,2,restaurant,0
46.55402568028364,9,5,retail,0
23.679058360514176,16,6,grocery,0
67.6392496394106,6,1,retail,0
144.75718335404517,18,0,restaurant,0
141.28967826939902,20,0,grocery,0
8.455162448656534,22,4,retail,0
18.467056455152154,1,0,online,0
6.710869284779391,8,4,restaurant,0
49.64901193414339,16,4,retail,0
42.46672360638434,6,3,grocery,0
286.70964736852795,21,0,restaurant,0
24.89411811011428,14,2,online,0
345.49871380699386,13,3,grocery,0
7.619686841746969,13,2,retail,0
25.58134665987805,8,3,restaurant,0
65.94924724502609,11,6,online,0
52.623569623530116,2,0,grocery,0
43.33929308879083,1,3,retail,0
41.65072942329667,19,6,restaurant,0
45.07811774785295,14,3,grocery,0
59.90956789729557,8,0,restaurant,0
32.01288715350272,5,0,online,0
5.616431540700483,5,2,grocery,0
68.5259113492212,17,2,restaurant,0
175.61715903273443,19,1,retail,0
134.42572117700308,2,1,grocery,0
25.156159142709857,6,0,retail,0
398.9751777093766,5,0,restaurant,0
8.045816368886342,6,0,restaurant,0
1.6630069854707594,16,4,restaurant,0
117.10333766432227,3,2,retail,0
51.31346549209207,16,5,grocery,0
247.8571334487189,8,5,retail,0
49.3660625653575,7,3,retail,0
5.5236853643832315,22,4,restaurant,0
51.46173944562409,6,6,retail,0
3.9634264414439477,2,0,grocery,0
262.5460238230559,5,5,online,1
31.794385859025503,14,0,retail,0
29.15327020581245,9,1,restaurant,0
42.954038696118495,12,0,travel,0
13.585715650506788,5,0,restaurant,0
31.806317143081753,7,4,retail,0
90.5759684838749,3,3,restaurant,0
167.16178670863664,23,1,online,0
16.58164744894025,18,2,restaurant,0
16.500189409995816,0,4,online,0
222.21465254603498,2,3,online,1
77.76509618463844,1,3,restaurant,0
207.56828779822973,18,2,grocery,0
47.270779083674014,5,4,grocery,0
37.53324693133819,8,3,restaurant,0
6.379618599495537,8,4,restaurant,0
25.566131971330655,19,1,retail,0
250.9008061208594,5,6,restaurant,0
61.91356372514301,11,6,grocery,0
13.27781452967111,8,1,restaurant,0
208.3640302893889,19,4,grocery,0
187.98712213925378,17,6,grocery,0
236.19411157909408,4,1,retail,0
20.96981274821461,10,5,retail,0
20.655438497164294,16,3,online,0
49.13221316884825,21,2,grocery,0
18.457107736725074,4,3,grocery,0
129.42964027288443,11,2,online,0
218.93702161996893,15,4,grocery,0
37.76889559751635,12,0,grocery,0
51.96378476655632,15,0,restaurant,0
166.3052304197965,14,4,grocery,0
7.560692755201987,20,2,online,0
13.636558498000504,5,4,grocery,0
8.885936831534721,21,1,online,0
47.36057630901246,23,2,restaurant,0
361.27682838701526,1,5,retail,0
41.34554554730439,2,4,travel,0
18.709762887953403,16,3,restaurant,0
71.27005594135889,17,4,grocery,0
3.218781175083616,13,2,restaurant,0
20.120586170175063,15,0,retail,0
29.19620546273417,15,2,restaurant,0
129.99118535959906,16,0,restaurant,0
11.954098362813875,23,0,retail,0
8.982739237333949,8,3,retail,0
28.97776252577127,19,4,retail,0
37.46586656432681,0,5,grocery,0
59.76514416897732,9,4,retail,0
14.103685238409893,4,3,grocery,0
24.42454836199636,1,6,grocery,0
8.191845769159373,12,6,restaurant,0
15.179886252803708,14,5,retail,0
121.88459799515027,14,3,restaurant,0
447.6107108644265,0,3,retail,0
28.050253281750056,23,6,restaurant,0
31.28551331273439,22,2,grocery,0
23.464029623084965,4,2,online,0
22.185005046243166,10,4,grocery,0
13.202112687675463,23,0,grocery,0
65.06957175636998,4,3,retail,0
3.2848440176595415,11,5,retail,0
4.002941338917189,16,6,restaurant,0
11.92730015371609,21,0,grocery,0
22.89490277320008,6,5,grocery,0
17.421720740306995,23,4,retail,0
39.013856375441954,3,5,restaurant,0
41.33114644869423,11,3,travel,0
88.61302696114531,19,2,retail,0
21.36407615285421,11,2,retail,0
118.09373660797038,11,3,retail,0
15.968429479787407,12,5,retail,0
26.905044875370503,4,3,grocery,0
55.29227655158673,11,5,grocery,0
20.000870937582366,20,4,grocery,0
15.106259286984487,17,1,retail,0
65.78603185520922,6,5,grocery,0
8.890248723594121,19,4,grocery,0
7.8848273609407595,18,3,grocery,0
37.19245440489788,20,4,travel,0
13.740674905823182,16,2,grocery,0
2.2972459639110503,11,4,online,0
6.781057452164395,12,4,online,0
53.24821272225239,14,6,grocery,0
76.26379353875174,11,2,grocery,0
106.80236422439903,9,6,retail,0
3.203261970445299,21,4,restaurant,0
18.07030701049861,18,2,online,0
252.71353136123057,13,0,restaurant,0
177.54543072327598,12,1,retail,0
89.3552411779117,19,1,retail,0
19.615830746316632,17,5,retail,0
812.6384232613907,20,6,online,0
4.439921283990937,18,3,grocery,0
25.195737290033726,1,0,retail,0
66.72665497109165,0,4,restaurant,0
97.46758396023048,23,5,retail,0
26.76271639054209,9,2,restaurant,0
22.033495362904418,17,4,online,0
1.8064160655282695,14,0,grocery,0
15.900295645877215,9,2,restaurant,0
3.3493714286446346,10,2,retail,0
29.509968464909985,23,2,retail,0
14.300998934834372,18,6,online,0
139.0227606909794,10,5,travel,0
3.681206397156955,13,2,retail,0
222.4896809768411,3,1,restaurant,0
46.85325145869192,23,3,online,0
43.076620114932936,22,4,travel,0
1387.8238742333722,23,1,retail,0
14.728524710546933,23,6,retail,0
103.03469620500759,3,5,retail,0
20.728498945622544,4,1,grocery,0
30.303491026359087,6,1,retail,0
11.208016572272394,3,5,grocery,0
8.394095577178287,9,0,restaurant,0
28.614196904940275,20,6,grocery,0
79.44653972516429,22,0,grocery,0
55.17715859852758,2,4,retail,0
233.70881210727904,13,3,retail,0
7.623775198492893,21,3,grocery,0
41.939725611348756,23,3,restaurant,0
67.62889678893063,12,3,online,0
64.20550533449516,15,4,restaurant,0
15.11344932594917,9,5,grocery,0
105.67284720669933,2,6,retail,0
14.10099506809801,14,6,retail,0
236.73471460344985,16,6,retail,0
21.229469383518627,8,3,restaurant,0
35.05360304825265,14,4,retail,0
6.9455031447890345,21,5,online,0
40.43888218857406,17,3,online,0
12.142236516664028,21,3,retail,0
171.51030852139533,18,1,retail,0
38.95918663626973,10,3,grocery,0
23.176728767827573,12,3,grocery,0
21.09043678447741,18,6,grocery,0
48.38943204364696,22,2,grocery,0
81.76325519396626,9,5,retail,0
15.332884196257282,8,1,grocery,0
4.489986272658602,7,4,restaurant,0
224.39459252364216,2,6,grocery,0
31.514582205052765,11,6,restaurant,0
231.02944445987075,13,2,grocery,0
14.435786772644075,21,0,retail,0
38.55900333018095,23,0,online,0
65.66613235399802,22,4,grocery,0
21.777792432563064,0,1,retail,0
19.459729466780246,17,3,grocery,0
47.12946769869834,18,0,restaurant,0
15.331774316140978,12,1,retail,0
24.093015946180664,1,3,online,0
63.11600898483408,2,6,grocery,0
24.004301246872245,9,3,restaurant,0
36.58304576341044,5,1,retail,0
12.074233655259109,16,1,restaurant,0
218.9790675399504,16,5,grocery,0
4.619765107540789,12,6,online,0
404.09722521355343,10,5,restaurant,0
177.57334101028223,9,1,retail,0
33.41724942347388,13,1,restaurant,0
3.350009056369859,1,0,grocery,0
16.80521933643372,3,6,grocery,0
49.32829017559449,2,5,online,0
271.1641974660674,11,3,retail,0
34.42862760133869,3,5,grocery,0
27.981677733231788,9,1,retail,0
838.521646587337,8,4,retail,0
146.34102500765349,17,2,grocery,0
26.697835912446607,6,6,travel,0
19.976596633840366,10,0,online,0
21.67334224685242,15,5,grocery,0
51.69572285659626,17,4,grocery,0
82.81692278422032,10,4,grocery,0
149.69188181091437,23,4,grocery,0
25.096204687886495,14,3,restaurant,0
30.96617444369615,14,0,restaurant,0
40.86786815969856,19,4,retail,0
31.85719524102737,15,4,online,0
132.7799779566917,9,1,retail,0
28.01288181453891,19,5,retail,0
10.047911381776789,21,0,grocery,0
7.21962782753981,6,4,retail,0
24.309213075155647,6,1,restaurant,0
18.753732204496576,8,1,retail,0
134.11823273718642,1,3,online,1
34.82289613622566,15,4,grocery,0
111.20397708337205,12,4,grocery,0
110.2426008985457,23,3,online,0
35.40559628338084,9,5,online,0
6.615707209421161,1,6,online,0
19.989869349170473,23,5,restaurant,0
7.572630420305419,19,1,grocery,0
21.01101262148175,16,5,retail,0
23.42045142780772,6,3,retail,0
115.93075259688368,8,0,restaurant,0
11.66806491636051,11,2,online,0
71.69367318589111,6,6,travel,0
61.95014066786424,14,5,retail,0
45.931916186548456,16,5,grocery,0
21.517132775021896,3,1,grocery,0
12.782348799995464,2,1,online,1
88.45723058883692,9,5,restaurant,0
39.665133156321964,14,2,grocery,0
37.66192188475099,8,2,restaurant,0
4.720623857537761,5,4,online,0
12.55403411778198,7,1,grocery,0
263.053286383954,22,6,grocery,0
178.27961224943778,21,6,grocery,0
107.1413902948429,6,0,grocery,0
44.99091168462205,3,0,travel,0
209.66652704186617,16,5,restaurant,0
104.38059887649042,13,5,restaurant,0
8.40171324342418,4,4,travel,0
76.95278086275073,16,1,restaurant,0
12.168033954280812,22,3,retail,0
138.5192098065125,4,6,restaurant,0
72.32420180206377,18,0,restaurant,0
7.200437405418014,21,2,restaurant,0
1121.9118105754314,8,3,grocery,0
6.965297806317082,19,3,online,0
23.043489897917432,10,1,grocery,0
24.99049218546984,1,1,retail,0
327.43840746014286,7,0,online,0
9.29004850235739,16,1,grocery,0
8.494369836312632,13,6,restaurant,0
15.741073553499273,17,3,restaurant,0
28.25968111770452,8,1,grocery,0
39.71340846126121,19,5,grocery,0
132.04961509737694,0,0,grocery,0
14.607136963218327,1,1,grocery,0
45.721782601222316,9,5,retail,0
151.78372920696856,17,3,retail,0
123.78327106258752,9,6,grocery,0
45.11898214856606,11,1,online,0
71.14994984580109,16,3,restaurant,0
12.078275399732375,23,2,grocery,0
37.948152276934394,7,0,online,0
62.57983031817859,23,6,restaurant,0
44.17888732937918,8,2,restaurant,0
108.2887661796427,4,4,restaurant,0
57.806515009150615,17,2,grocery,0
138.2839002039608,22,5,retail,0
58.34669552129564,17,4,retail,0
56.787726471908734,7,4,restaurant,0
111.62721604349271,22,3,online,0
61.03309614015034,19,6,restaurant,0
48.896698919343464,15,6,grocery,0
39.860760692694434,10,2,online,0
25.334251501412044,18,3,grocery,0
10.386474348528909,18,2,restaurant,0
22.34566289130136,21,6,grocery,0
91.8443410423213,7,3,grocery,0
24.270786952155454,11,5,retail,0
28.08475327629514,1,1,retail,0
25.147065297711976,12,6,online,0
39.97952920188492,7,2,retail,0
11.83913929696579,21,4,retail,0
13.983344383694433,18,5,grocery,0
19.2749664637542,17,4,grocery,0
51.78900270719466,16,1,grocery,0
71.88506357918473,8,2,retail,0
4.781436166277244,8,3,restaurant,0
112.837370266668,15,0,online,0
10.729675525763668,8,2,travel,0
59.72403962144422,9,6,grocery,0
1772.079250176507,1,2,online,1
16.16725283365731,12,4,online,0
59.461544061348185,21,2,restaurant,0
12.631393454095067,12,1,online,0
32.55319682106418,15,2,restaurant,0
407.2035271990471,21,6,restaurant,0
23.918487099868578,17,1,retail,0
14.166059481489244,15,3,grocery,0
26.537785114689047,8,6,grocery,0
109.53350981620132,13,1,grocery,0
32.2120089795518,20,3,restaurant,0
132.99542043493395,4,0,restaurant,0
53.06386630195029,20,2,travel,0
14.526020935061602,16,6,grocery,0
31.223305620808436,3,2,grocery,0
99.3334667783389,21,4,online,0
7.3754188288909495,14,4,online,0
2.9060282140460263,21,6,retail,0
4.089664606600114,1,5,restaurant,0
53.455683710413155,2,1,restaurant,0
5.029895837527442,13,4,grocery,0
1332.293230840869,9,3,retail,0
508.25867115883904,11,3,restaurant,0
10.319787345523846,2,0,grocery,0
15.184599565963007,15,2,restaurant,0
58.46091972863792,3,4,grocery,0
62.868763513582564,1,0,online,0
35.94487647493026,7,2,online,0
11.115977333885198,15,6,restaurant,0
100.84843951784785,19,1,grocery,0
100.6017970531558,6,0,restaurant,0
13.428943137601774,14,1,restaurant,0
6.720690050381378,11,5,restaurant,0
14.753079980260294,19,6,online,0
10.36035656969869,11,5,grocery,0
3.776806240200862,10,3,restaurant,0
30.654970630388917,5,4,grocery,0
39.666328776684374,18,0,retail,0
17.919396516932164,20,0,restaurant,0
42.126754458728605,1,6,restaurant,0
4.9596352508824,2,0,restaurant,0
129.09184351154815,13,2,grocery,0
82.31795913720141,7,2,retail,0
95.9118390498628,5,1,retail,0
32.25818801870289,20,3,travel,0
38.82236787691375,6,5,grocery,0
34.27892304790329,15,6,retail,0
347.2402644376342,14,3,retail,0
12.956476889048462,14,5,grocery,0
89.7113918804617,0,1,online,0
65.82276124775822,4,1,online,0
81.4280618838559,2,1,retail,0
186.85462018713275,20,5,retail,0
14.142364269538335,21,0,restaurant,0
20.15945400788139,11,4,online,0
345.06356206357714,4,5,online,0
6.999967271354944,20,5,grocery,0
62.62918063809652,20,0,retail,0
50.552174533967886,4,2,restaurant,0
5.948088321677595,7,0,travel,0
38.501289882183585,12,3,grocery,0
19.418608244345194,22,3,online,0
34.52406090541859,21,4,retail,0
57.01461408859135,0,0,grocery,0
60.53936223839709,9,2,grocery,0
8.038704197613207,18,2,travel,0
119.66936783168298,13,0,grocery,0
18.55441513463216,13,5,online,0
15.183476093249707,0,0,retail,0
30.783553681817544,0,5,retail,0
17.567375972486097,12,6,online,0
77.5732783980548,12,3,restaurant,0
36.71082268190598,12,3,grocery,0
48.69754696738391,4,3,grocery,0
30.86230349301275,9,1,retail,0
30.777848718249597,7,5,restaurant,0
53.516812856467006,12,0,online,0
113.57603360559283,10,0,grocery,0
70.71513169731716,17,4,retail,0
23.576096154253975,12,4,restaurant,0
88.25271089664413,15,3,retail,0
286.62539078125803,16,2,restaurant,0
28.305023211214266,6,1,online,0
8191.016409444848,4,4,online,1
21.259789588618087,14,3,restaurant,0
34.490477395606135,12,5,grocery,0
4.965783837085929,21,1,retail,0
96.0805124226086,8,2,online,0
36.110507309225106,19,4,grocery,0
112.96573226298291,1,2,restaurant,0
59.796164303041,22,4,restaurant,0
6.136285964033788,5,4,restaurant,0
56.86816301487003,10,1,grocery,0
28.48720069550896,10,6,online,0
13.078313729778968,1,2,grocery,0
87.86892575977413,18,1,online,0
26.166061758264263,21,1,travel,0
18.324750146697344,23,0,retail,0
58.31450469541884,17,6,grocery,0
116.36498690599731,0,1,restaurant,0
76.37572705193539,18,1,retail,0
26.549874511514727,14,6,online,0
50.186087728032255,4,4,travel,0
44.67695530993377,0,4,online,0
37.98051170837861,9,2,online,0
77.47572152551409,6,0,restaurant,0
82.00654051760161,2,1,restaurant,0
41.152113691204924,14,1,online,0
22.3495329574462,2,5,restaurant,0
179.9269570279399,23,1,grocery,0
15.055251470291141,18,0,online,0
4.076142520679179,19,4,grocery,0
62.80477424829313,21,6,online,0
15.544406230953474,19,1,grocery,0
461.9551325085604,8,0,online,0
45.25606108924243,21,6,restaurant,0
47.78915268034789,16,2,grocery,0
15.254018629851402,17,0,retail,0
60.94198631389632,5,1,online,0
289.0759103590691,3,4,restaurant,0
2.4264728997939486,4,2,grocery,0
79.98613788799913,14,0,grocery,0
66.84385143793588,16,4,online,0
26.19403147683427,4,6,retail,0
38.04651770326196,9,5,retail,0
87.90103357907357,12,6,grocery,0
145.04577986330224,20,5,restaurant,0
19.009910347599185,18,4,grocery,0
2.499244524872415,23,1,retail,0
30.26791173336158,10,0,retail,0
6.182476450924584,0,1,retail,0
79.72486114863422,7,6,online,0
1.0996503551513532,7,2,online,0
12.405765694337276,1,3,grocery,0
22.82097095811837,11,3,grocery,0
126.5805138823999,17,3,retail,0
42.35516642151,23,1,restaurant,0
16.977101620542555,21,4,retail,0
3.6559949031140673,21,2,retail,0
39.90054564195507,23,4,grocery,0
34.44377777605498,17,1,grocery,0
169.48938762973933,1,2,restaurant,0
246.51968351393046,2,3,grocery,0
180.88190891084702,2,0,online,1
81.08551019339775,21,3,restaurant,0
5.658592159400096,21,3,grocery,0
52.296721654617095,11,1,grocery,0
5.185842472434787,23,1,grocery,0
16.203162628203664,7,2,online,0
26.362779765430698,21,3,restaurant,0
80.96414282219662,14,5,retail,0
86.28961530913541,12,5,retail,0
42.21334862472842,2,1,restaurant,0
8.574007534242513,21,0,restaurant,0
148.32501019032594,10,2,retail,0
13.021736177945824,0,3,grocery,0
59.33762243853175,17,5,grocery,0
44.32099159757913,20,4,restaurant,0
119.10549672829566,13,2,grocery,0
73.91399978662037,1,1,retail,0
66.40874451763761,14,0,restaurant,0
11.596197260453252,23,6,grocery,0
138.78573703195443,17,2,travel,0
66.7727842800623,22,6,grocery,0
1.6079878135865358,11,2,retail,0
29.58642725670923,0,0,retail,0
102.00001812785355,21,4,retail,0
8.492435082095746,5,0,grocery,0
58.374989344659944,15,1,restaurant,0
19.29329700220372,9,5,grocery,0
30.189009934711535,7,2,online,0
7.352253137775303,1,0,restaurant,0
5.063365232080863,22,3,grocery,0
66.03903584126215,18,6,restaurant,0
30.660617284292766,22,4,retail,0
17.656322287162126,10,3,retail,0
270.29141318223174,4,2,online,0
19.383368057098515,21,6,grocery,0
16.2884823448197,0,0,restaurant,0
66.89237880235476,23,2,retail,0
316.5206496857303,10,5,restaurant,0
102.40396428593239,19,4,restaurant,0
11.282991249474806,15,5,restaurant,0
117.866526937133,1,2,retail,0
232.6683735316971,0,5,restaurant,0
36.55909966170769,14,0,travel,0
12.107187207310863,0,3,restaurant,0
28.412079299213254,6,3,grocery,0
3.6465359132111184,14,4,restaurant,0
36.37099715412659,11,0,retail,0
118.56062482376382,10,6,retail,0
17.011148555305184,11,3,retail,0
92.2127742704394,16,6,restaurant,0
21.15926994774192,16,3,online,0
19.584045176127486,4,4,grocery,0
12.591732076115907,1,1,online,0
15.249202829129919,15,1,retail,0
4.072430229758352,0,5,restaurant,0
31.30241669739742,21,3,grocery,0
